,TARA_056_MES_0.22-3,TARA_056_SRF_0.22-3,TARA_057_SRF_0.22-3,TARA_058_DCM_0.22-3,TARA_062_SRF_0.22-3,TARA_064_DCM_0.22-3,TARA_064_MES_0.22-3,TARA_064_SRF_0.22-3,TARA_065_DCM_0.22-3,TARA_065_MES_0.22-3,TARA_065_SRF_0.22-3,TARA_066_DCM_0.22-3,TARA_066_SRF_0.22-3,TARA_067_SRF_0.22-3,TARA_068_DCM_0.22-3,TARA_068_MES_0.22-3,TARA_068_SRF_0.22-3,TARA_070_MES_0.22-3,TARA_070_SRF_0.22-3,TARA_072_DCM_0.22-3,TARA_072_MES_0.22-3,TARA_072_SRF_0.22-3,TARA_076_DCM_0.22-3,TARA_076_MES_0.22-3,TARA_076_SRF_0.22-3,TARA_078_DCM_0.22-3,TARA_078_MES_0.22-3,TARA_078_SRF_0.22-3,TARA_082_DCM_0.22-3,TARA_082_SRF_0.22-3,TARA_084_SRF_0.22-3,TARA_085_DCM_0.22-3,TARA_085_MES_0.22-3,TARA_085_SRF_0.22-3,TARA_093_DCM_0.22-3,TARA_093_SRF_0.22-3,TARA_094_SRF_0.22-3,TARA_096_SRF_0.22-3,TARA_098_DCM_0.22-3,TARA_098_MES_0.22-3,TARA_098_SRF_0.22-3,TARA_099_SRF_0.22-3,TARA_100_DCM_0.22-3,TARA_100_MES_0.22-3,TARA_100_SRF_0.22-3,TARA_102_DCM_0.22-3,TARA_102_MES_0.22-3,TARA_102_SRF_0.22-3,TARA_109_DCM_0.22-3,TARA_109_MES_0.22-3,TARA_109_SRF_0.22-3,TARA_110_DCM_0.22-3,TARA_110_MES_0.22-3,TARA_110_SRF_0.22-3,TARA_111_DCM_0.22-3,TARA_111_MES_0.22-3,TARA_111_SRF_0.22-3,TARA_112_DCM_0.22-3,TARA_112_MES_0.22-3,TARA_112_SRF_0.22-3,TARA_122_DCM_0.22-3,TARA_122_MES_0.22-3,TARA_122_SRF_0.22-3,TARA_123_MIX_0.22-3,TARA_123_SRF_0.22-3,TARA_124_MIX_0.22-3,TARA_124_SRF_0.22-3,TARA_125_MIX_0.22-3,TARA_125_SRF_0.22-3,TARA_128_DCM_0.22-3,TARA_128_SRF_0.22-3,TARA_132_DCM_0.22-3,TARA_132_MES_0.22-3,TARA_132_SRF_0.22-3,TARA_133_DCM_0.22-3,TARA_133_MES_0.22-3,TARA_133_SRF_0.22-3,TARA_137_DCM_0.22-3,TARA_137_MES_0.22-3,TARA_137_SRF_0.22-3,TARA_138_DCM_0.22-3,TARA_138_MES_0.22-3,TARA_138_SRF_0.22-3,TARA_140_SRF_0.22-3,TARA_141_SRF_0.22-3,TARA_142_DCM_0.22-3,TARA_142_MES_0.22-3,TARA_142_SRF_0.22-3,TARA_145_MES_0.22-3,TARA_145_SRF_0.22-3,TARA_146_MES_0.22-3,TARA_146_SRF_0.22-3,TARA_148_SRF_0.22-3,TARA_148b_MES_0.22-3,TARA_149_MES_0.22-3,TARA_149_SRF_0.22-3,TARA_150_DCM_0.22-3,TARA_150_SRF_0.22-3,TARA_151_DCM_0.22-3,TARA_151_SRF_0.22-3,TARA_152_MES_0.22-3,TARA_152_MIX_0.22-3,TARA_152_SRF_0.22-3
00550 Peptidoglycan biosynthesis [PATH:ko00550],0.011267,0.014573,0.014609,0.014458,0.014741,0.010141,0.0097013,0.014596,0.013377,0.0098892,0.014687,0.014917,0.015437,0.013738,0.014419,0.010407,0.014437,0.010065,0.012496,0.014434,0.012813,0.013902,0.011235,0.0093289,0.014341,0.013567,0.010759,0.015363,0.014698,0.014344,0.014491,0.015008,0.010266,0.015151,0.014933,0.016226,0.015801,0.016506,0.015163,0.0096317,0.01615,0.016078,0.014803,0.012344,0.015476,0.01442,0.01029,0.014819,0.014795,0.011223,0.015091,0.013439,0.012382,0.014939,0.01487,0.010766,0.014954,0.014874,0.0093803,0.015161,0.01342,0.010966,0.014532,0.011845,0.013599,0.012269,0.014196,0.011393,0.014837,0.014661,0.015161,0.013175,0.010533,0.014808,0.013634,0.0095531,0.015012,0.012741,0.011351,0.014661,0.013154,0.01128,0.014474,0.014792,0.015255,0.014341,0.0099822,0.014418,0.0096346,0.0129,0.010019,0.013615,0.014131,0.010498,0.010126,0.01394,0.014233,0.014781,0.013523,0.014323,0.0105,0.014347,0.014105
00561 Glycerolipid metabolism [PATH:ko00561],0.0066118,0.0079096,0.0081017,0.0078948,0.0077368,0.0075122,0.0063192,0.0080465,0.0076993,0.0063079,0.0076035,0.0075814,0.0076566,0.0076928,0.0080859,0.0066298,0.0079167,0.0069447,0.0077218,0.007617,0.0072298,0.007625,0.0076272,0.0062134,0.0076584,0.007476,0.0063461,0.00797,0.0071836,0.0071338,0.0067487,0.0075589,0.0069108,0.0072641,0.0077647,0.0079925,0.0079649,0.0072253,0.0079527,0.006227,0.0075879,0.0077031,0.0079264,0.007182,0.0079397,0.0078555,0.0059977,0.0077537,0.0081418,0.0065347,0.0080663,0.0076843,0.0068682,0.0079778,0.0079231,0.0062939,0.0079747,0.0079673,0.0062908,0.0077939,0.0081501,0.0066932,0.0079351,0.0065164,0.0077509,0.0070461,0.0081331,0.0066486,0.0079591,0.008083,0.0080959,0.0073203,0.0067543,0.0078074,0.0077429,0.0064073,0.0078251,0.0070901,0.0068408,0.0081039,0.0075899,0.0068997,0.007927,0.007574,0.0083003,0.0080803,0.0065272,0.0081855,0.0064537,0.0072613,0.0064548,0.0075617,0.0077667,0.0065129,0.0062985,0.0076491,0.0078923,0.0078965,0.0073343,0.007596,0.0064742,0.0076123,0.0077318
00562 Inositol phosphate metabolism [PATH:ko00562],0.0045721,0.0046656,0.004645,0.0046952,0.0047665,0.0043131,0.0048398,0.0045443,0.0050345,0.0047466,0.0050418,0.0048685,0.004895,0.0044924,0.0041775,0.0045697,0.0041992,0.0045911,0.0042938,0.0045019,0.0043837,0.0043689,0.0042036,0.0047416,0.0045331,0.0045228,0.0045936,0.0044225,0.0046537,0.0045351,0.0046236,0.0049902,0.0052367,0.0049116,0.0043954,0.0046834,0.0047187,0.0047277,0.0043677,0.0047743,0.0047662,0.0044432,0.0042117,0.0044491,0.0045617,0.0042491,0.0041278,0.0045286,0.0045254,0.0041094,0.0046699,0.0043014,0.0043513,0.0046328,0.0043057,0.004488,0.0046711,0.0043714,0.004679,0.0045687,0.0047496,0.004587,0.0044964,0.0043192,0.0045077,0.004585,0.004556,0.0044404,0.0048138,0.0044851,0.004415,0.0040773,0.0046069,0.004642,0.0043161,0.0046981,0.0043728,0.0048273,0.004836,0.0045342,0.0040443,0.0046837,0.0044511,0.0044366,0.0049667,0.0047736,0.0044793,0.0048326,0.0047262,0.0046245,0.0047399,0.0048428,0.0047484,0.0043521,0.0047087,0.0046485,0.0044587,0.0045881,0.0047282,0.0044451,0.0047573,0.0045529,0.0045328
00564 Glycerophospholipid metabolism [PATH:ko00564],0.0086494,0.0081566,0.0084461,0.0086036,0.0086276,0.0075609,0.0084617,0.0083802,0.0088166,0.008466,0.0093803,0.0093335,0.0095262,0.009577,0.0084234,0.0085847,0.0082472,0.010067,0.0083544,0.0088486,0.00853,0.0082564,0.0091595,0.0087572,0.0080422,0.0086815,0.0080941,0.0081452,0.0088242,0.0086479,0.0084437,0.0090815,0.0094643,0.0090123,0.0091509,0.0094188,0.0084131,0.0081701,0.0084687,0.0083263,0.0081405,0.0080035,0.0084977,0.009742,0.0086101,0.0088054,0.0087529,0.0086475,0.0086602,0.0093632,0.0087465,0.0086672,0.0089942,0.0086574,0.0084083,0.0089714,0.0084421,0.0085255,0.0083951,0.0079495,0.0097711,0.0088231,0.0083147,0.0086656,0.0089955,0.0088617,0.0084782,0.0089665,0.008822,0.0089001,0.0086982,0.0087003,0.0088439,0.0079301,0.0088258,0.0087176,0.0086234,0.0096139,0.0096423,0.0086715,0.0083251,0.0096196,0.0079967,0.0091251,0.0095682,0.0093417,0.0088655,0.0093628,0.0086099,0.009302,0.0083727,0.00937,0.0091368,0.0087542,0.0082998,0.009273,0.0089709,0.0087629,0.0088832,0.0088185,0.0085482,0.0087255,0.0085114
00565 Ether lipid metabolism [PATH:ko00565],0.00020219,5.23E-05,5.07E-05,6.62E-05,5.48E-05,0.00014063,0.00020603,6.77E-05,0.00012033,0.00018982,9.93E-05,0.00011185,0.00011096,9.17E-05,0.00012314,0.00016414,0.00011203,0.0003893,0.00015289,0.00010916,0.0001587,8.23E-05,0.00028933,0.00026027,9.69E-05,0.00012659,0.00015032,7.97E-05,0.00016066,0.0001885,0.00021518,0.00017621,0.0002321,0.00019472,0.00013416,0.00010557,5.47E-05,2.48E-05,8.61E-05,0.0002041,3.27E-05,4.73E-05,0.00010457,0.00016204,5.59E-05,9.56E-05,0.00015004,8.16E-05,7.06E-05,0.00021796,5.92E-05,0.00011248,0.0001326,8.23E-05,8.55E-05,0.00017273,8.11E-05,9.56E-05,0.00024165,5.84E-05,0.00013956,0.00018791,9.50E-05,0.0001275,0.00012205,0.00010885,9.68E-05,0.00017512,8.99E-05,0.000115,9.15E-05,0.00014742,0.00019085,5.50E-05,0.00011561,0.00021892,6.42E-05,0.00016622,0.00021258,6.32E-05,0.00011212,0.000259,5.92E-05,7.48E-05,6.26E-05,9.18E-05,0.00023065,9.60E-05,0.00019085,0.00015951,0.00019658,0.00012768,9.79E-05,0.00020905,0.00017534,0.00011916,0.00010476,9.00E-05,0.00013653,8.85E-05,0.00021799,8.98E-05,8.66E-05
00600 Sphingolipid metabolism [PATH:ko00600],0.001139,0.00066779,0.00078819,0.00082474,0.00067445,0.0010698,0.0012983,0.0006282,0.0010854,0.0012974,0.00089352,0.00087067,0.00087176,0.0016412,0.00083447,0.0013616,0.00083151,0.0013461,0.0011087,0.00091007,0.00090492,0.00065415,0.0016386,0.0012524,0.00061612,0.0010821,0.00098397,0.00056456,0.00084266,0.000987,0.00082739,0.0010238,0.0022502,0.00082411,0.0011425,0.00082875,0.00080996,0.00081364,0.00084066,0.0013553,0.00076782,0.00079608,0.00069595,0.0019029,0.0010016,0.0010121,0.0013532,0.0009415,0.0010343,0.0015256,0.0010066,0.00090151,0.0012508,0.00083019,0.00077662,0.0015648,0.00076864,0.00083329,0.0014893,0.00072936,0.00095517,0.0013712,0.00077423,0.0010344,0.0011884,0.001294,0.00087657,0.00118,0.00073527,0.00095969,0.00096863,0.0012201,0.0014722,0.00073861,0.0011009,0.0016437,0.0012554,0.0015322,0.0017274,0.00072994,0.00081271,0.001781,0.00067491,0.0012195,0.0011475,0.00085657,0.0015448,0.00079798,0.0015115,0.00093055,0.0014973,0.00099992,0.00095991,0.0011881,0.001281,0.00095357,0.00091232,0.00088028,0.0011999,0.00085272,0.0012114,0.0010406,0.00098319
00603 Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],0.00043343,0.0002525,0.00028154,0.00029905,0.00028588,0.00037345,0.00044657,0.00032684,0.00042831,0.00047361,0.00040711,0.00045491,0.00044057,0.0006162,0.00038997,0.00048369,0.0003711,0.0004383,0.00033824,0.0003813,0.00033242,0.00025787,0.00049493,0.00037369,0.00027451,0.00038339,0.00034701,0.00026497,0.0006124,0.00066584,0.00047615,0.00063706,0.00070808,0.00053658,0.00061574,0.00039072,0.00032576,0.00030704,0.00033501,0.00046702,0.00030336,0.00029973,0.00035711,0.00061948,0.00039611,0.00035177,0.00059072,0.00039122,0.00037241,0.00064691,0.00039325,0.00044729,0.00052145,0.00040615,0.00034762,0.00063786,0.00038497,0.00035451,0.0004607,0.00025938,0.0004019,0.0005009,0.00030218,0.00033581,0.00043671,0.0003838,0.00033799,0.00035826,0.0002891,0.00041052,0.00040407,0.00045657,0.00057981,0.00029372,0.00035543,0.00053802,0.00026199,0.00051279,0.00045595,0.00033506,0.0004084,0.00043441,0.00025354,0.00029216,0.00037835,0.00039755,0.00060145,0.00038384,0.00051114,0.00048884,0.00051269,0.00042817,0.00038878,0.00038407,0.00045632,0.00042827,0.0003771,0.00036224,0.00038301,0.00031535,0.00044694,0.00042362,0.00042555
00620 Pyruvate metabolism [PATH:ko00620],0.027892,0.027975,0.027886,0.02761,0.028084,0.030323,0.028885,0.028466,0.030365,0.02871,0.029558,0.029788,0.029427,0.027956,0.027449,0.0287,0.027458,0.027721,0.028953,0.029101,0.027083,0.026561,0.028035,0.028178,0.027649,0.028921,0.028256,0.028012,0.029464,0.028759,0.028503,0.028206,0.028311,0.028917,0.030111,0.029557,0.030181,0.030192,0.028632,0.028505,0.029747,0.028846,0.029105,0.030034,0.029025,0.028346,0.028505,0.029362,0.028572,0.029686,0.028667,0.02899,0.029361,0.029517,0.029123,0.029137,0.029614,0.028117,0.028545,0.028748,0.029105,0.028588,0.029629,0.028635,0.029631,0.029356,0.029195,0.028776,0.030586,0.029359,0.028961,0.027383,0.028806,0.028261,0.027482,0.02856,0.028071,0.030728,0.030245,0.029337,0.029017,0.030093,0.028469,0.027527,0.02822,0.029179,0.028466,0.029312,0.028524,0.029515,0.029052,0.029789,0.029754,0.029013,0.028914,0.029768,0.028885,0.029237,0.03003,0.029578,0.029093,0.029244,0.02939
00621 Dioxin degradation [PATH:ko00621],0.00075465,0.00081439,0.00080137,0.00082391,0.00086195,0.00066156,0.00070748,0.00081678,0.00093902,0.00074493,0.0010354,0.0011172,0.0011563,0.0010198,0.00089211,0.00077534,0.00093816,0.0014042,0.00085982,0.0009583,0.00083145,0.00084075,0.00089018,0.00087456,0.00095774,0.00099089,0.00086893,0.00099695,0.001197,0.0011611,0.0010947,0.00085054,0.00060219,0.0010238,0.00092655,0.0011966,0.0010774,0.0011852,0.00092686,0.00076613,0.0010966,0.00099496,0.0010358,0.00062292,0.00088486,0.00087186,0.00070861,0.00091011,0.00084755,0.00063804,0.00084936,0.00085693,0.00068189,0.0009503,0.00090577,0.00061002,0.00088323,0.00087133,0.00069784,0.00094099,0.00093633,0.00072933,0.00079449,0.0010069,0.00085341,0.00099983,0.00078601,0.0010953,0.00084545,0.00088863,0.00080893,0.00076635,0.00076813,0.00087467,0.00097284,0.00065305,0.0010372,0.00052805,0.00064417,0.00084793,0.00082279,0.00074685,0.00080758,0.00091671,0.00095159,0.00086767,0.000715,0.00088827,0.00074008,0.0010054,0.00075947,0.0010208,0.00097843,0.00091457,0.00077863,0.00096617,0.00094769,0.00095403,0.0010313,0.0010295,0.00068414,0.0010431,0.0010406
00622 Xylene degradation [PATH:ko00622],0.00081966,0.00030085,0.00029533,0.00032406,0.00029164,0.00050158,0.00091527,0.00031868,0.00046495,0.00086622,0.00041282,0.00046625,0.00046566,0.00068422,0.00040368,0.00083054,0.00041924,0.0019628,0.00047817,0.00042417,0.00065508,0.0003381,0.00084969,0.0011225,0.00040997,0.00055928,0.00084459,0.00032208,0.00073905,0.00072934,0.00069599,0.00049992,0.00088773,0.00043494,0.00056283,0.00053222,0.00043869,0.00032202,0.00035773,0.00089646,0.00031408,0.00032056,0.00057646,0.00071266,0.00040504,0.00044466,0.00076141,0.00037236,0.00036995,0.00076893,0.0003292,0.00046421,0.00055398,0.0003934,0.00034676,0.00075062,0.00035907,0.00037718,0.000953,0.00030135,0.0006402,0.00078765,0.00034315,0.00079227,0.00047332,0.00074508,0.00039017,0.0010547,0.00035868,0.00050864,0.00038138,0.00049354,0.00093627,0.00030572,0.00052376,0.00085584,0.0004133,0.00061155,0.00082223,0.00032695,0.00042658,0.0010055,0.00031675,0.00034109,0.00040181,0.00044994,0.00083093,0.00042989,0.00092434,0.00062188,0.00084277,0.00051194,0.00044562,0.00078628,0.00082005,0.00047861,0.00040761,0.00034875,0.00052691,0.00043944,0.00077394,0.00047768,0.00045824
00623 Toluene degradation [PATH:ko00623],0.00047306,0.00023567,0.0002709,0.00024159,0.00021245,0.00038933,0.0007039,0.00021437,0.00031445,0.00060703,0.00021607,0.00017093,0.00016442,0.00025549,0.00023241,0.00066523,0.00024496,0.00077173,0.00030447,0.00025711,0.000417,0.00024583,0.00066077,0.00089115,0.0002752,0.00047144,0.00075993,0.00021883,0.00018495,0.00022258,0.00023836,0.00019511,0.0007224,0.00012209,0.00038983,0.00022847,0.00017059,0.00014401,0.00024665,0.00072549,0.00014819,0.00017143,0.00023449,0.0003469,0.00013402,0.00018031,0.00034274,0.0001406,0.00013201,0.00042895,0.0001437,0.00015387,0.00026207,0.00014373,0.00022057,0.00043827,0.00015336,0.00024375,0.0008176,0.00017996,0.0004312,0.00048832,0.00010936,0.00061574,0.00027446,0.00058149,0.00024953,0.00072998,0.00014421,0.00017716,0.00012913,0.00019614,0.00068445,0.00024051,0.00021854,0.00047691,0.00018391,0.00040822,0.00049393,0.00011211,0.00017566,0.00056048,0.0001894,0.00022192,0.00041133,0.00029479,0.00054384,0.00028124,0.00076021,0.00037761,0.00070364,0.00031714,0.00029655,0.00056874,0.00061276,0.00021741,0.00017647,0.00015058,0.00028,0.00011188,0.00061739,0.00020181,0.00018226
00624 Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],0.00046111,0.00064752,0.00063936,0.00065582,0.00069607,0.00053643,0.00043335,0.00060284,0.00071163,0.00043429,0.00076077,0.00073702,0.00079308,0.00060658,0.00065759,0.00047619,0.00069191,0.00045681,0.00064758,0.00066928,0.0005256,0.00064759,0.00061555,0.00048643,0.0007256,0.00077881,0.0005374,0.00074458,0.00076034,0.00072217,0.00075396,0.00053582,0.00047778,0.00071745,0.00061896,0.00077834,0.00078398,0.0008598,0.00064738,0.00044324,0.00079743,0.00073199,0.00066637,0.00021366,0.00067142,0.00060396,0.00030139,0.00066208,0.00063971,0.00030996,0.00066058,0.0005818,0.00037801,0.00067352,0.00065422,0.00031291,0.00068273,0.00058182,0.00042034,0.0006733,0.00062269,0.00043203,0.00063868,0.00061923,0.00071683,0.00074799,0.00063476,0.0006425,0.00066021,0.00062841,0.00062879,0.00051953,0.0004488,0.00065507,0.00064342,0.00034175,0.00075513,9.55E-05,0.0001425,0.00060086,0.00053892,0.00017271,0.0006075,0.00068561,0.00078516,0.00066272,0.00037069,0.00065607,0.00045802,0.00069441,0.00044966,0.00072667,0.00073371,0.00052175,0.00044808,0.00069154,0.00064932,0.00068356,0.00071927,0.00069113,0.0004375,0.00068899,0.00067189
00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],0.0048992,0.0045425,0.0046422,0.0046551,0.0046581,0.0049745,0.0057195,0.004602,0.0055196,0.0056371,0.0053506,0.0057629,0.0057194,0.0057132,0.0046049,0.0056838,0.0046613,0.0051141,0.0048825,0.0052481,0.0046756,0.0044711,0.0045725,0.0056599,0.0047028,0.0050963,0.0055832,0.0048261,0.006135,0.0060925,0.0064846,0.0057348,0.0055922,0.0060656,0.0059125,0.0059362,0.0056998,0.0057089,0.004548,0.0057643,0.0054175,0.0049476,0.0051035,0.004883,0.0053596,0.0055054,0.0050349,0.0056478,0.0054642,0.005269,0.0053049,0.0053148,0.0050642,0.0056629,0.0049797,0.0051332,0.0053742,0.004368,0.0055733,0.0045265,0.0049984,0.0053269,0.0050831,0.0050397,0.0051627,0.0054226,0.0051565,0.0053839,0.0053724,0.0051659,0.0049856,0.0045797,0.0057314,0.004538,0.0056273,0.0054913,0.0056403,0.0044711,0.0044412,0.0052756,0.0051277,0.0046189,0.0045872,0.0049316,0.0049287,0.004748,0.0054157,0.0047464,0.0055564,0.0056495,0.00574,0.0052088,0.0050982,0.0052836,0.005699,0.0052513,0.0049533,0.0051141,0.0054842,0.0051676,0.0058077,0.0053945,0.0054798
00626 Naphthalene degradation [PATH:ko00626],0.0022967,0.001877,0.0019096,0.0019536,0.0020101,0.0018799,0.0024755,0.0019022,0.0023227,0.0024705,0.002415,0.0025335,0.0025819,0.0021893,0.0020367,0.0023955,0.0020591,0.002136,0.0019967,0.0022462,0.0019865,0.0019351,0.0018836,0.0025163,0.0019667,0.0022557,0.0025649,0.0020653,0.0024088,0.0023244,0.0025077,0.0020616,0.002146,0.0024632,0.0023517,0.0026081,0.0024016,0.002584,0.0020008,0.0025089,0.0023487,0.0021336,0.0021133,0.0017224,0.0020758,0.0021601,0.002134,0.0022627,0.002104,0.0019729,0.0020555,0.0020824,0.0019928,0.0022857,0.0021033,0.0020425,0.0021685,0.0018078,0.0023506,0.0019149,0.0020234,0.0022543,0.0020311,0.0023658,0.0021008,0.0023789,0.0020353,0.0025177,0.0022215,0.0020599,0.0019792,0.0018561,0.0022804,0.0018446,0.0022946,0.0023311,0.0023925,0.0015773,0.0016501,0.0020239,0.0020481,0.0017035,0.0018517,0.0021092,0.0020051,0.0019948,0.0023029,0.0020352,0.002359,0.0025228,0.0024229,0.0024077,0.0022838,0.0024209,0.0024924,0.0023167,0.0021029,0.0022184,0.0024232,0.0022123,0.0024913,0.0023238,0.0023157
00627 Aminobenzoate degradation [PATH:ko00627],0.0030826,0.0019266,0.0018904,0.0018719,0.0018582,0.0031888,0.0039498,0.0019056,0.002629,0.0039395,0.0020954,0.002157,0.0020999,0.0022593,0.0021732,0.0040066,0.0020951,0.0039455,0.0027955,0.0021037,0.0026724,0.0019313,0.003269,0.0044158,0.0022611,0.0028196,0.0036791,0.0019037,0.0020412,0.0020854,0.0024064,0.0014963,0.0039782,0.0014402,0.001939,0.0015908,0.001838,0.0020168,0.0020005,0.0041427,0.0020905,0.0021273,0.0020583,0.0033461,0.0019078,0.002079,0.0031546,0.0019507,0.0020739,0.003345,0.0020922,0.0022619,0.0028248,0.002028,0.0018964,0.0036709,0.0020085,0.0020248,0.0040125,0.00205,0.0025738,0.0036137,0.0020367,0.0034722,0.002522,0.0033883,0.0022886,0.0038485,0.0020519,0.0022812,0.0021338,0.0023974,0.0041476,0.0021612,0.0021934,0.0037891,0.0020382,0.0033944,0.0037509,0.0018812,0.0023193,0.0040776,0.0020048,0.0021287,0.0023583,0.0023179,0.003846,0.0022163,0.0039982,0.002874,0.0042248,0.0024865,0.0023533,0.0039138,0.003844,0.0024032,0.0020351,0.0019332,0.0027007,0.0020223,0.0038457,0.0023577,0.0023044
00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],0.025747,0.024141,0.02492,0.024986,0.024557,0.026848,0.027952,0.02428,0.026029,0.027882,0.025098,0.026365,0.026005,0.026195,0.024818,0.028126,0.024731,0.0262,0.025693,0.025019,0.024685,0.023687,0.025358,0.026985,0.024416,0.025642,0.027376,0.024733,0.028087,0.027689,0.028166,0.028148,0.027673,0.029206,0.026538,0.026066,0.025567,0.023525,0.024726,0.028345,0.023619,0.023284,0.025411,0.027518,0.024384,0.025234,0.027117,0.02542,0.025064,0.028176,0.025029,0.02547,0.026601,0.025302,0.025258,0.027892,0.025095,0.02446,0.027542,0.023944,0.024556,0.0268,0.024381,0.026596,0.024485,0.025363,0.024421,0.027091,0.024868,0.024423,0.024005,0.02447,0.028091,0.024246,0.025753,0.027483,0.026414,0.027086,0.027031,0.025198,0.026067,0.027026,0.023826,0.023782,0.024673,0.024724,0.027584,0.024906,0.027612,0.027041,0.028982,0.025653,0.025457,0.027808,0.028492,0.025881,0.025773,0.025766,0.026877,0.026488,0.028272,0.026238,0.026481
00633 Nitrotoluene degradation [PATH:ko00633],0.00028037,7.11E-05,6.18E-05,7.40E-05,6.46E-05,0.00010056,0.00032601,5.56E-05,9.90E-05,0.00033578,6.82E-05,7.75E-05,7.29E-05,0.00013244,0.00010531,0.00041312,0.00011703,0.00094027,0.00012127,9.68E-05,0.00034711,0.00011662,0.00022239,0.00040438,0.00014997,0.0001134,0.000321,0.00011129,7.26E-05,7.30E-05,8.18E-05,7.21E-05,0.0002638,4.36E-05,0.0002664,0.00023209,0.0001018,7.61E-05,5.15E-05,0.00031245,8.26E-05,8.05E-05,0.00015248,0.0014086,5.38E-05,9.03E-05,0.00084543,7.82E-05,7.91E-05,0.001064,6.06E-05,0.00012441,0.00081125,9.79E-05,6.43E-05,0.00087496,5.90E-05,7.56E-05,0.00040013,7.75E-05,0.00016186,0.00033619,4.90E-05,0.00048526,8.56E-05,0.00020355,6.73E-05,0.00038772,6.20E-05,0.00011868,6.27E-05,9.63E-05,0.00044979,8.86E-05,0.00011526,0.00033162,0.0001189,0.0018482,0.0014956,4.76E-05,0.00010555,0.0013007,6.71E-05,7.89E-05,9.22E-05,7.52E-05,0.0004285,8.02E-05,0.00028798,0.00011606,0.00033342,9.18E-05,8.26E-05,0.00023519,0.00030531,7.77E-05,0.00016966,9.02E-05,0.00012858,0.00010367,0.00030631,0.00010235,9.04E-05
00640 Propanoate metabolism [PATH:ko00640],0.017832,0.018324,0.018625,0.018484,0.018889,0.021358,0.018627,0.018474,0.021122,0.018739,0.02013,0.020287,0.020028,0.019861,0.018036,0.019116,0.0177,0.01933,0.020249,0.020246,0.018066,0.017721,0.019778,0.018738,0.019042,0.019469,0.018381,0.018523,0.021914,0.02157,0.022296,0.021318,0.019092,0.022059,0.02009,0.019052,0.020262,0.020149,0.019088,0.018604,0.019686,0.019038,0.020029,0.020287,0.019585,0.019332,0.018606,0.020015,0.019391,0.020046,0.019374,0.020183,0.019457,0.019853,0.01974,0.019367,0.019862,0.018777,0.018726,0.018916,0.019801,0.019083,0.020291,0.019493,0.020646,0.020082,0.019478,0.020107,0.020826,0.02009,0.019588,0.01904,0.019013,0.018748,0.019143,0.018558,0.019501,0.019939,0.019654,0.019732,0.020159,0.019554,0.018867,0.018826,0.018746,0.020103,0.01892,0.02011,0.019084,0.020895,0.01921,0.020087,0.020379,0.020248,0.018878,0.020507,0.019611,0.019383,0.020664,0.020325,0.019157,0.01966,0.019681
00642 Ethylbenzene degradation [PATH:ko00642],0.00042811,0.00026603,0.00029284,0.00030091,0.00030738,0.00047606,0.00050009,0.00031039,0.0004517,0.00050165,0.00038794,0.00040519,0.00038615,0.00041264,0.00033333,0.00050883,0.00030148,0.00070093,0.00043051,0.00043711,0.00038266,0.0002451,0.00052787,0.00053041,0.0002881,0.00039376,0.00038091,0.00023772,0.0003878,0.00039146,0.00031599,0.00049551,0.00069936,0.00039751,0.00052213,0.00034649,0.0002868,0.00030039,0.00037117,0.00048825,0.00032045,0.00030426,0.00044942,0.00068433,0.00033692,0.00034434,0.00050563,0.00028527,0.00031526,0.00064517,0.00029738,0.00044175,0.00053778,0.00033421,0.00036268,0.00058708,0.00033476,0.00039518,0.00051639,0.00030706,0.00042409,0.00048523,0.00031516,0.00043553,0.00034149,0.00042219,0.00032567,0.00049742,0.00030546,0.00037734,0.00034407,0.00058154,0.00057424,0.00029852,0.00037646,0.00054961,0.00029502,0.00069592,0.00073158,0.0003002,0.00053927,0.00074504,0.00027265,0.00026451,0.00029792,0.00046653,0.00060571,0.00043677,0.00053553,0.00046589,0.00051858,0.00042198,0.00041956,0.00056807,0.00047116,0.00043984,0.00039672,0.00036293,0.00041956,0.00037857,0.00050823,0.00048339,0.00049012
